store_id,uuid,updated_at,review_text,overall_rating,food_rating,rider_rating,sentiment
a3na,8a42715b-3431-41cf-973d-9a4818680dad,2023-12-03T03:14:52Z,why is the chicken chop's sauce taste sour like it's gone off? nasi goreng kerabu wasnt as good as before. portion was noticibly than last time..,3,3,,neutral
a3na,8bbfef17-ebf5-495d-941a-57ab1855372c,2024-02-18T13:56:58Z,alhamdulillah makanan sdp..cuma nasi goreng pattaya agak krg lauk,5,5,,positive
a3na,8e2e593d-585d-4a55-a718-5032b24569c0,2023-07-08T18:11:11Z,"first time order fish and chips ,besar fish nye makan sorang xhabis,panas2 hantar ,very recommended",5,5,5,positive
a3na,8f37b02d-5c5e-4948-9401-b5335525a243,2023-12-10T14:46:59Z,"sedap.. nasi goreng cina ngam x pedas ,",5,5,,positive
a3na,91373c81-7941-473f-8382-78bd0ebf57bd,2023-06-11T16:06:23Z,the worst maggi goreng mama. and i inform no vegetarian but its full of vegan the portion is like baby to eat,1,1,5,negative
a3na,93abcee6-5928-4afa-bbbf-30cf92d65efd,2024-03-02T15:12:15Z,"m & t corner ni mmg selalu jadi pilihan. biasa aku p makan kat kedai. tp hr ni mls keluar, order je online.. laju pun laju. yang paling utama mmg sedap. maveles!",5,5,5,positive
a3na,9a06cbe6-bb33-4efe-a73a-6457eeba0c1c,2024-02-05T11:21:42Z,mana la sambal belacan. dah special buat request untuk sambal belacan. tak ikut langsung.,1,1,5,negative
a3na,9d5f65df-bb0a-44e7-8655-992867009748,2024-01-02T03:34:30Z,alhamdulillah makanan sedap ...dan laju food panda hantar,4,4,,positive
a3na,a706a13d-b059-42f7-afdd-0a1dfdb5274f,2023-04-14T17:54:02Z,minuman mana? mknan je sampai,1,1,5,negative
a3na,b224eff4-c71b-4e81-a226-d1a7d072a865,2023-10-05T16:34:04Z,"hello m&t. mana sup & sambal belacan for nasi bujang? org noted banyak kali sebab kau pi letak jugak bawang dlm telur haritu, that’s why aku noted. bagi makanan pun tak complete nak melenting pulak",1,1,,negative
a3na,b962c0b4-4ca5-4097-a258-c0724cdcf035,2023-07-22T13:18:29Z,makanan sedap.. selalu order kat kedai ni... tp kali ni order kueh teow tomyam ngan mee celop dia rs masam sngt huhuhu...x boleh nk habiskan 😖😖,4,4,5,positive
a3na,baf064b1-6b22-44c1-8d90-618aa45a8ae9,2023-09-30T14:47:08Z,nasi goreng pattaya sos terlalu banyak.. seems like makan nasi goreng telur sos 🤔,3,3,,neutral
a3na,c075e739-4333-4787-ac11-1707a9446661,2023-03-22T15:19:54Z,memang regular customer....puas hati masakan.,5,5,5,positive
a3na,c1083f0c-43d7-4061-809b-6eceade15dbc,2023-10-30T12:06:51Z,apeha x sama dlm menu??? l yg dpt nasi goreng putih. ayam goreng asing seketul tuang sos cili atas. benda mkn jgn buat mainlh bodo.. hilang selera!!,1,1,,negative
a3na,c8bb4c67-bf8c-45bc-876c-f27ec274b645,2024-02-04T03:05:29Z,sedp.. first time rse kat sni..  next time dh tau klu tomyam kat kedai ni sedp..,5,5,5,positive
a3na,d8001363-79cf-4943-ac68-4ceb649bc1b1,2024-01-04T12:10:10Z,alhamdulillah sedap makan,5,5,,positive
a3na,dd91b9fa-fa94-48bd-b56f-d98f85537379,2023-09-16T12:45:53Z,"portion ok,t elor bermyk sgt pastu tomyam dia manis. taste okok je la",4,4,5,positive
a3na,e33a6ba4-be6a-4cab-ad63-ca0a601ed936,2024-01-16T16:00:08Z,"daging tak masak, sori 🙏",4,4,,positive
a3na,eef6067a-336a-442f-aa8a-111b1b1c4d05,2023-11-13T15:08:49Z,"sedap gila masakan semalam, kekalkan kesedapan camni baru orang cari selalu",5,5,,positive
a3na,f25565b9-6717-4fb9-a359-a49ce748af68,2023-11-14T13:19:43Z,rasa not bad.. cuma x ikot arahan.. dah cakap sup jangan pedas.. tp still pedas.. klu bukan utk bdk sy x order 2 jenis.. harap lebih peka..tq,2,2,5,negative
a3na,f35d84c4-dad6-40f1-bc28-5138c947367e,2023-11-19T15:28:37Z,"beli 2 set nasi bujang...yg ade nasi & telor je..mana sup,sambal,timun takde pon...",1,1,,negative
a3na,f635d718-a681-4a35-8303-a7ff443e3857,2023-11-04T12:54:49Z,good food.,5,5,,positive
a7ih,00bab85d-70e6-4f32-bc42-b86a35199a2b,2023-05-09T02:30:19Z,order nasi lemak paru dapat nasik lemak telur mata. hahahaaa,2,2,,negative
a7ih,033f3630-38c1-400d-92e1-627b8ce111b6,2023-11-06T08:14:36Z,kedekut sambal,4,4,5,positive
a7ih,04d009e3-004e-4cb6-a788-597d90218f33,2023-12-29T00:47:30Z,"order hr ni, sya order 2 bihun tp kedai bagi kuey teow & nasi lemak biasa. ape ni?? kalau bihun dh xde cancel je order, jgn bagi benda lain. dah la kuwy teow xde sambal, kering. sambal nasi lemak skit",1,1,,negative
a7ih,06b98fe1-a9ac-4eeb-a2e0-5c51a80bd39b,2023-03-19T01:47:41Z,"order not complete
- telur mata not received
wrong order
- nescafe sejuk tapi received nescafe panas",1,1,1,negative
a7ih,06bd6c2d-a227-4fd7-baf9-cb322288d479,2023-09-09T07:00:19Z,sedap . banyak sambalnyq. terima kasih semoga kedai mak sufi murah rezeki,5,5,,positive
a7ih,0c4fcfa1-f1ad-4989-965c-c618f214adac,2023-06-06T00:15:04Z,ok sedap,5,5,5,positive
a7ih,0c723a90-8dd0-4e9b-b7f9-60d287cb3cf7,2023-11-27T23:25:39Z,i ordered nasi lemak telur mata with teh o ice 2 set. unfortunately it came with no teh o ice!,1,1,,negative
a7ih,0cffba22-c40f-407f-b8eb-e8853ec27585,2023-09-02T05:00:16Z,sedap👍,5,5,5,positive
a7ih,0d514a7b-b148-411a-873c-7f8be93512a0,2023-12-19T02:41:38Z,mat nasi kerabu ikan goreng dapat nasi kerabu telur masin🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,1,1,,negative
a7ih,182a6ad6-964e-4f8e-b230-7cdcdccb2422,2023-12-03T03:20:28Z,"nasi sikit , sambal pun sikit .. yg ayam masak merah tuu sambal die pedas yakmat nasib baiklaa tk bg dkat anak buah makan ..",3,3,,neutral
a7ih,1b8e7d1d-123b-4394-b71a-bc77ea015c47,2024-01-07T03:30:20Z,sambal pedas 👍,5,5,,positive
a7ih,21ede7a3-02fb-4387-b3e4-9bb4cc83cc34,2023-08-06T02:17:05Z,"order nasi lemak ayam semata2 bagi nasi dengan ayam and letak sambal je.ikan bilis,timun,telur semua takde.adoi kak berniaga la betol2,byr rm10 tu mahal kak.overall teruk,takkan order lg kat sini.",1,1,,negative
a7ih,32946a09-575b-4b7b-abeb-be45afda6fc6,2023-07-29T03:34:07Z,sambal ikan keli perlu lebih sikit. ni terlalu kering;( sorry,3,3,5,neutral
a7ih,435c8221-31c1-4e9c-8dcf-5ffc0cb36b9d,2023-10-22T05:05:31Z,recommended,5,5,,positive
a7ih,43b3ad87-d9fd-4978-b69a-9e441ad3f73c,2023-12-28T04:33:10Z,meniaga nasi lemak letak kacang letaklah ikan bilis letak lah telur!!! kau tahu nak untung jee lah! kalau tak mampu nak buat nasi lemak jangan meniaga lah! nak pergi haji balik hari ke?!,1,1,,negative
a7ih,47ed28f3-8713-489a-9092-8f56cb94ea78,2023-09-28T02:34:24Z,"mintak peha, dapat isi. dahlah lama. bacalah order tu betul-betul👎🏻",1,1,,negative
a7ih,48b5f7cb-2dfa-454f-9e38-48357ad3a869,2023-08-06T02:18:26Z,nasi kerabu takde rasa. kedekut sambal kelapa. lain2 okay,3,3,5,neutral
a7ih,4cbb2e2e-4ef6-4436-a575-81d856e39699,2023-11-11T02:21:53Z,sangt sedp,5,5,,positive
a7ih,56f41cf7-215c-408f-8a6e-f11d2d469c67,2023-06-24T05:45:10Z,2.50 bergedil kentang size syiling 50 sen,1,1,5,negative
a7ih,57fc3875-b9b3-4dcc-8331-8fdd27b7c30c,2023-08-24T07:26:54Z,sedap dan nasi pon banyak. kenyang smpai petang 😂,5,5,4,positive
a7ih,58f71f9f-9b7f-447a-a85e-60c201719e87,2023-09-02T03:45:52Z,"mee goreng too spicy, not suitable for kid",4,4,5,positive
a7ih,63266086-bb60-4fa2-9f0e-51c59bd90646,2023-12-29T00:45:42Z,tak bagi sambal. kedekut mintak sambal lebih pun tak bagi. korg bagi sambal sikit sgt nk mkn dgn nasik lemak korg mmg x cukup. rajin2 la baca notes customer. very poor service!,1,1,,negative
a7ih,64b7d3e8-e18e-489c-bea8-05649afbd97f,2023-06-28T01:54:14Z,"ayam kecik gila haa, tak berbaloi ngan harga 😡",1,1,4,negative
a7ih,66465684-5c30-4342-ad49-54c306d4a845,2023-08-29T01:31:34Z,sedap,5,5,5,positive
a7ih,6a89ae3f-6e72-4176-a8ed-aeadedc71249,2023-09-10T01:39:37Z,never fullfill our request when we order food ! bad experience always,1,1,,negative
a7ih,6ac96108-b9a9-431c-bec2-d6e84d6328d3,2023-06-11T03:55:33Z,"nasi lemak sedapp, nasi banyak, cuma kalau sambal lebih sikit dah okay untuk nasi yg banyak tu, thank youu",5,5,,positive
a7ih,736e4dc2-bb2d-4910-a043-bf522a1d2534,2023-06-28T01:22:22Z,tak baca instruction ka eh? mintak sambal asing. saya siap bagitau untuk budak. tapi dapat nasi lemak sekali sambal campur nasi. apalahaiii,2,2,5,negative
a7ih,746a063a-739d-44f0-994d-2c7468d7cac4,2023-10-28T02:32:28Z,order nasi lemak tapi tak dapat sambal nasi lemak. ayam goreng dimasak sampai ke dalam isinya 👍.,4,4,,positive
a7ih,796dad7c-5fe9-41b6-b2cd-9fcd08a4d216,2023-09-09T12:41:16Z,"baca smua kata sedap, overall ok2 jee. rate 3star",3,3,1,neutral
a7ih,7ba026e3-4344-4716-be3c-de4a44ad13c5,2023-11-04T01:38:10Z,telur masin tiada,1,1,,negative
a7ih,7d5c7fd7-5e81-45d6-8119-8d1fb0904520,2023-08-05T03:33:16Z,makanan sedap cuma dari segi kebersihan kena tambah baik sebab ada kulit telur yang agak besar dalam nasi lemak yang sy order menyebabkan saya termuntah semua apa yg sy makan.,3,3,,neutral
a7ih,83f5352c-d29d-4c5a-ae29-597a8815f447,2023-10-01T02:05:16Z,"order nasi lemak 3 bungkus, tapi dapat 2 bungkus jerr...byr utk 3 bungkus tp dapatnya 2 bungkus jerrr...",2,2,,negative
a7ih,8583c463-6c8c-4104-a705-8b2a07bb9229,2023-08-25T02:06:40Z,ordered the nasi lemak set but only received nasi lemak without the drinks. dissapointed bcos i paid for the set but only received the nasi lemak only.,3,3,,neutral
a7ih,8f8897b3-b0fc-457e-bb98-078b4304a5e9,2023-10-26T06:08:32Z,"semua sedappp, terima kasih masak dengan sedap dan harga berpatutan",5,5,,positive
a7ih,8fd26e76-16cf-49f3-bf34-3f1f96ddde17,2023-07-09T02:41:50Z,"nasi kerabu kurang sayur n budu. kurang rasa
nasi lemak tak complete basic tapi sedap.
bergedil sedap
bihun ok",3,3,5,neutral
a7ih,93c81ebb-810a-45c9-8e2a-5a9b921dc865,2023-08-01T00:13:15Z,nasi lemak tetap sedap..sambal nya pun sedap,5,5,5,positive
a7ih,9420e11f-5b87-40ec-a74f-39f1385d3b2d,2023-07-15T02:13:06Z,fully recommended.!! sedappp,5,5,,positive
