store_id,name,food_type,avg_rating,google_place_id,google_matched_name,google_formatted_address,google_price_tier,google_lat,google_lng,google_website,google_phone,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json
j7ck,taiwan tea house (pj ss2),chinese,4.7,ChIJkTsUBwZJzDERIGtcPl_yDc0,Taiwan Tea House PJ SS2,"7A, Jalan 17/45, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",,3.1189858,101.629706,https://www.facebook.com/TaiwanTeaHouseOfficial,018-762 2688,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,"{""Monday"": ""11:00 AM 8:30 PM"", ""Tuesday"": ""11:00 AM 8:30 PM"", ""Wednesday"": ""11:00 AM 8:30 PM"", ""Thursday"": ""11:00 AM 8:30 PM"", ""Friday"": ""11:00 AM 8:30 PM"", ""Saturday"": ""11:00 AM 8:30 PM"", ""Sunday"": ""11:00 AM 8:30 PM""}"
p22f,thai moment (sea park),thai,4.6,ChIJ94czHfpLzDERNlV8PxEFyJQ,Thai Moment @ SEA Park,"8, Seksyen 21, Jln 21/19, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",,3.1089851,101.6226324,https://www.thaiessential.com.my/,03-7865 2888,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,"{""Monday"": ""11:00 AM 10:00 PM"", ""Tuesday"": ""11:00 AM 10:00 PM"", ""Wednesday"": ""11:00 AM 10:00 PM"", ""Thursday"": ""11:00 AM 10:00 PM"", ""Friday"": ""11:00 AM 10:00 PM"", ""Saturday"": ""11:00 AM 10:00 PM"", ""Sunday"": ""11:00 AM 10:00 PM""}"
ram6,uncle lim delivery (pj),malaysian,4.7,ChIJQQr8Q1xLzDERMQxLOSwJ1mk,Uncle Lim's Cafe @Sea Park | Restoran Uncle Lim's Cafe,"26, Jln 21/19, Sea Park, 47300 Petaling Jaya, Selangor, Malaysia",,3.1092077,101.6220522,http://bit.ly/UncleLims,012-260 3127,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,"{""Monday"": ""8:00 AM 8:00 PM"", ""Tuesday"": ""8:00 AM 8:00 PM"", ""Wednesday"": ""8:00 AM 8:00 PM"", ""Thursday"": ""8:00 AM 8:00 PM"", ""Friday"": ""8:00 AM 8:00 PM"", ""Saturday"": ""8:00 AM 8:00 PM"", ""Sunday"": ""8:00 AM 8:00 PM""}"
ius1,awe nasi berlauk kelantan,asian,4.4,ChIJHTMEAttJzDERJxWFxvmnrYs,AWE NASI BERLAUK KELANTAN,"C-G-K08, Block C, Flora Damansara, No: 1, Jalan PJU 8/9, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",,3.1773575,101.6176682,https://aboutme.style/awenasiberlauk,019-282 0435,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,Closed,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""Closed"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
pspa,restoran al meerasa maju,roti canai,4.5,ChIJo2qaCvtLzDERPN9heC0QhIQ,Al Meerasa Maju Restaurant | Restoran Al Meerasa Maju,"No. 2, Jln 20/16, Taman Paramount, 46300 Petaling Jaya, Selangor, Malaysia",mid,3.1066285,101.6244632,https://www.google.com/maps/place/?q=place_id:ChIJo2qaCvtLzDERPN9heC0QhIQ,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
h2iy,restoran al-safa ( seksyen17),roti canai,4.6,ChIJxyJxd0FJzDER-4U7Az8FUqI,Restoran Al-Safa,"933, Jalan 17/38, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",,3.128227,101.635366,https://www.google.com/maps/place/?q=place_id:ChIJxyJxd0FJzDER-4U7Az8FUqI,03-7932 3433,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
o1bn,restaurant mei yen (sang kee hokkien mee),noodles,4.5,ChIJUdU96_xLzDERI7LQJdNkzDA,Restoran Mei Yen,"39, Jalan 20/7, Paramount Garden, 46300 Petaling Jaya, Selangor, Malaysia",mid,3.1098063,101.6263423,https://www.google.com/maps/place/?q=place_id:ChIJUdU96_xLzDERI7LQJdNkzDA,012-368 0726,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,5:00 PM 12:00 AM,"{""Monday"": ""5:00 PM 12:00 AM"", ""Tuesday"": ""5:00 PM 12:00 AM"", ""Wednesday"": ""5:00 PM 12:00 AM"", ""Thursday"": ""5:00 PM 12:00 AM"", ""Friday"": ""5:00 PM 12:00 AM"", ""Saturday"": ""5:00 PM 12:00 AM"", ""Sunday"": ""5:00 PM 12:00 AM""}"
yz8a,ayam gepuk bapak gemboss (seksyen 17),malaysian,4.7,ChIJw2uRtolJzDERBDw-hhGvzws,Ayam Gepuk Bapak Gembos,"Block G, 50, Jalan 17/1a, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",,3.1193429,101.6337379,https://www.google.com/maps/place/?q=place_id:ChIJw2uRtolJzDERBDw-hhGvzws,012-252 1829,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,Closed,"{""Monday"": ""11:00 AM 11:00 PM"", ""Tuesday"": ""11:00 AM 11:00 PM"", ""Wednesday"": ""11:00 AM 11:00 PM"", ""Thursday"": ""11:00 AM 11:00 PM"", ""Friday"": ""11:00 AM 11:00 PM"", ""Saturday"": ""11:00 AM 11:00 PM"", ""Sunday"": ""Closed""}"
k3h0,kim lian kee (jaya one),fried rice,4.4,ChIJqSVXZwhJzDER43Fo5dH32g0,Kim Lian Kee @ Jaya One,"P20.41, Jln Profesor Diraja Ungku Aziz, Pjs 13, 46200 Petaling Jaya, Selangor, Malaysia",,3.1170854,101.6351236,https://www.google.com/maps/place/?q=place_id:ChIJqSVXZwhJzDER43Fo5dH32g0,,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,11:00 AM 8:30 PM,"{""Monday"": ""11:00 AM 8:30 PM"", ""Tuesday"": ""11:00 AM 8:30 PM"", ""Wednesday"": ""11:00 AM 8:30 PM"", ""Thursday"": ""11:00 AM 8:30 PM"", ""Friday"": ""11:00 AM 8:30 PM"", ""Saturday"": ""11:00 AM 8:30 PM"", ""Sunday"": ""11:00 AM 8:30 PM""}"
n0im,taj kitchen,chicken,4.4,ChIJY2SaFeJLzDERahnaqjHRvPk,Taj Kitchen,"B-09-01 Jalan 19/1 Dataran 3 Dua, Seksyen 19, 46300 Petaling Jaya, Selangor, Malaysia",mid,3.1116138,101.631726,https://www.google.com/maps/place/?q=place_id:ChIJY2SaFeJLzDERahnaqjHRvPk,03-7932 2525,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,"{""Monday"": ""7:30 AM 11:00 PM"", ""Tuesday"": ""7:30 AM 11:00 PM"", ""Wednesday"": ""7:30 AM 11:00 PM"", ""Thursday"": ""7:30 AM 11:00 PM"", ""Friday"": ""7:30 AM 11:00 PM"", ""Saturday"": ""7:30 AM 11:00 PM"", ""Sunday"": ""7:30 AM 11:00 PM""}"
m0wa,streat thai (jaya one),thai,4.7,ChIJY_vvL1xJzDERvl1kB5T2cQs,STREAT Thai,"100-G.001 Jaya One No. 72A Jalan Prof Diraja, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",mid,3.1178178,101.6348455,http://www.eatatstreat.com/,012-907 3581,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,"{""Monday"": ""11:00 AM 10:00 PM"", ""Tuesday"": ""11:00 AM 10:00 PM"", ""Wednesday"": ""11:00 AM 10:00 PM"", ""Thursday"": ""11:00 AM 10:00 PM"", ""Friday"": ""11:00 AM 10:00 PM"", ""Saturday"": ""11:00 AM 10:00 PM"", ""Sunday"": ""11:00 AM 10:00 PM""}"
o0ap,restoran how yekee,fried rice,4.7,ChIJU9k3KF1JzDERJarOXxrvVpw,Restoran How Yekee,"620, Jalan 17/10, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",budget,3.1221363,101.6357771,https://www.google.com/maps/place/?q=place_id:ChIJU9k3KF1JzDERJarOXxrvVpw,019-262 3831,6:30 AM 8:00 PM,6:30 AM 8:00 PM,6:30 AM 8:00 PM,6:30 AM 8:00 PM,6:30 AM 8:00 PM,Closed,6:30 AM 3:30 PM,"{""Monday"": ""6:30 AM 8:00 PM"", ""Tuesday"": ""6:30 AM 8:00 PM"", ""Wednesday"": ""6:30 AM 8:00 PM"", ""Thursday"": ""6:30 AM 8:00 PM"", ""Friday"": ""6:30 AM 8:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""6:30 AM 3:30 PM""}"
v6lx,restoran sk maju (seksyen 19),malaysian,4.6,ChIJxRK2kbRLzDERJNFMx27CNXA,SK Maju Seksyen 19,"B-08-01, 3 Two Square, Jalan 19/1, Seksyen 19, 46300 Petaling Jaya, Selangor, Malaysia",,3.1114141,101.6319187,https://www.google.com/maps/place/?q=place_id:ChIJxRK2kbRLzDERJNFMx27CNXA,03-7931 0641,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
m1qu,tedboy bakery (jaya one),western,4.7,ChIJ80HKJlxJzDER0JHYzGE1I2o,Tedboy @ Jaya One,"100-G.037, Level G, The School, 72A, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",mid,3.117744,101.6349248,https://www.tedboy.com/,03-7931 7388,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,9:00 AM 9:00 PM,"{""Monday"": ""9:00 AM 9:00 PM"", ""Tuesday"": ""9:00 AM 9:00 PM"", ""Wednesday"": ""9:00 AM 9:00 PM"", ""Thursday"": ""9:00 AM 9:00 PM"", ""Friday"": ""9:00 AM 9:00 PM"", ""Saturday"": ""9:00 AM 9:00 PM"", ""Sunday"": ""9:00 AM 9:00 PM""}"
gcoc,pasta & rice co (seksyen 14) (efmc),chicken,3.6,ChIJYxWUZT1LzDERO9XhNXFGp5k,Epic Fit Meals Co (EFMC) Seksyen 14,"24, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",,3.1110367,101.6339593,https://www.google.com/maps/place/?q=place_id:ChIJYxWUZT1LzDERO9XhNXFGp5k,017-938 0000,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
s9wg,the brgr (pj section 14),burgers,4.7,ChIJazS4Vn1LzDERvokaWjvMqr4,The BRGR - Petaling Jaya Section 14,"17, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",mid,3.1108064,101.6342962,https://www.instagram.com/thebrgr_official/,016-900 9538,Closed,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""11:45 AM 10:30 PM"", ""Wednesday"": ""11:45 AM 10:30 PM"", ""Thursday"": ""11:45 AM 10:30 PM"", ""Friday"": ""11:45 AM 10:30 PM"", ""Saturday"": ""11:45 AM 10:30 PM"", ""Sunday"": ""11:45 AM 10:30 PM""}"
s5gb,house of pakeeza,indian,4.5,ChIJi48HlOFLzDER-4Ns0A8_0mo,Pakeeza,"16-1, 16-1, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",mid,3.1113985,101.6338794,https://www.google.com/maps/place/?q=place_id:ChIJi48HlOFLzDER-4Ns0A8_0mo,03-7956 4564,"11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","11:00 AM 3:00 PM, 6:00 10:00 PM","{""Monday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Tuesday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Wednesday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Thursday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Friday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Saturday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM"", ""Sunday"": ""11:00 AM 3:00 PM, 6:00 10:00 PM""}"
xwvk,nurich cafe & catering - kolej kediaman ke-13 um,malaysian,4.6,ChIJ9yftZ0tJzDERBHp_Rk72ptY,Nurich Cafe & Catering,"Kolej Kediaman Ke 13, Universiti Malaya, Jalan Professor Diraja, Jln Profesor Diraja Ungku Aziz, Seksyen 16, 46350 Petaling Jaya, Selangor, Malaysia",,3.120395,101.6400418,https://www.google.com/maps/place/?q=place_id:ChIJ9yftZ0tJzDERBHp_Rk72ptY,019-223 4282,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,"{""Monday"": ""7:00 AM 10:00 PM"", ""Tuesday"": ""7:00 AM 10:00 PM"", ""Wednesday"": ""7:00 AM 10:00 PM"", ""Thursday"": ""7:00 AM 10:00 PM"", ""Friday"": ""7:00 AM 10:00 PM"", ""Saturday"": ""7:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 10:00 PM""}"
zwlc,texas wraps co. (seksyen 14) (efmc),wraps,3.7,ChIJA_sXyexLzDERM6EoB9uv8kk,"Texas Chicken The Envictus, PJ","G-1, Envictus, Jalan 51a/225, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",mid,3.0936683,101.6308867,https://www.texaschickenmalaysia.com/,03-7956 8292,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,"{""Monday"": ""8:00 AM 10:00 PM"", ""Tuesday"": ""8:00 AM 10:00 PM"", ""Wednesday"": ""8:00 AM 10:00 PM"", ""Thursday"": ""8:00 AM 10:00 PM"", ""Friday"": ""8:00 AM 10:00 PM"", ""Saturday"": ""8:00 AM 10:00 PM"", ""Sunday"": ""8:00 AM 10:00 PM""}"
l3ek,restoran daun pisang al-arisaan maju,indian,4.4,ChIJ66EuI5JJzDER_B3Usgo7y38,Restoran Daun Pisang Al-Arisaan Maju @Jaya One,"D-59-P2, No, Jaya One, block d, Jln Profesor Diraja Ungku Aziz, Pjs 13, 46200 Petaling Jaya, Selangor, Malaysia",,3.1173819,101.6358017,https://www.google.com/maps/place/?q=place_id:ChIJ66EuI5JJzDER_B3Usgo7y38,018-666 4736,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
ek9c,heritage nasi lemak (seksyen 14) (efmc),nasi lemak,3.3,ChIJZ-mF26xNzDERBnqKjIZNHu0,Nasi Kandar Heritage,"D1-3A-G 1-5-GF BLOK D, Pusat Perdagangan Dana 1, 47301 Petaling Jaya, Selangor, Malaysia",,3.1117599,101.5829551,https://www.google.com/maps/place/?q=place_id:ChIJZ-mF26xNzDERBnqKjIZNHu0,017-994 9706,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
dby9,gangnam f-chicken (seksyen 14) (efmc),korean,4.2,ChIJYxWUZT1LzDERO9XhNXFGp5k,Epic Fit Meals Co (EFMC) Seksyen 14,"24, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",,3.1110367,101.6339593,https://www.google.com/maps/place/?q=place_id:ChIJYxWUZT1LzDERO9XhNXFGp5k,017-938 0000,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
e5lj,hogan bakery (jaya shopping centre),bread,4.7,ChIJF6qX6uBLzDERS8QxJ2zcPKg,Hogan Bakery @ Jaya Shopping Centre,"Lot G-17, Ground Floor, Jaya Shopping Centre, Jalan 14/17, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",,3.109205,101.637037,https://www.hoganbakery.com.my/,03-7931 0504,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
m1fg,chappati dot com,indian,4.3,ChIJl_AFJ95LzDEREzsSECv2E3g,Chappati.com,"Avenue D' Vogue, 3A, Jalan 13/2, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",mid,3.114164,101.639459,http://www.chappati.com.my/,012-841 9125,"11:30 AM 2:30 PM, 5:30 10:30 PM","11:30 AM 2:30 PM, 5:30 10:30 PM","11:30 AM 2:30 PM, 5:30 10:30 PM","11:30 AM 2:30 PM, 5:30 10:30 PM","11:30 AM 2:30 PM, 5:30 10:30 PM",11:30 AM 10:30 PM,11:30 AM 10:30 PM,"{""Monday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Tuesday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Wednesday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Thursday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Friday"": ""11:30 AM 2:30 PM, 5:30 10:30 PM"", ""Saturday"": ""11:30 AM 10:30 PM"", ""Sunday"": ""11:30 AM 10:30 PM""}"
z9yb,restoran dmanja,fried rice,4.6,ChIJ47b7EWxLzDER6gVEj7l7S1Q,Restoran D'Manja,"C-01-12B Impian Baiduri, Jalan 51a/224, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",,3.0949009,101.6230805,https://www.google.com/maps/place/?q=place_id:ChIJ47b7EWxLzDER6gVEj7l7S1Q,016-330 6387,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,"{""Monday"": ""7:00 AM 10:00 PM"", ""Tuesday"": ""7:00 AM 10:00 PM"", ""Wednesday"": ""7:00 AM 10:00 PM"", ""Thursday"": ""7:00 AM 10:00 PM"", ""Friday"": ""7:00 AM 10:00 PM"", ""Saturday"": ""7:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 10:00 PM""}"
f8lu,restoran ikan singgang,malaysian,4.4,ChIJr5dwWfNLzDER3o9wDbnyWQc,Restoran Ikan Singgang,"Seksyen 51a, 47300 Petaling Jaya, Selangor, Malaysia",,3.0940658,101.6217126,https://www.google.com/maps/place/?q=place_id:ChIJr5dwWfNLzDER3o9wDbnyWQc,016-247 1199,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,"{""Monday"": ""9:00 AM 10:00 PM"", ""Tuesday"": ""9:00 AM 10:00 PM"", ""Wednesday"": ""9:00 AM 10:00 PM"", ""Thursday"": ""9:00 AM 10:00 PM"", ""Friday"": ""9:00 AM 10:00 PM"", ""Saturday"": ""9:00 AM 10:00 PM"", ""Sunday"": ""9:00 AM 10:00 PM""}"
g9s7,eddy & pak mod tomyam seafood,fried rice,4.5,ChIJw1F8-9hFzDER7gHK-3wVSzA,Eddy & Pak Mod Tomyam Seafood,"13, Jalan Cempaka SD 12/1, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,3.1936489,101.6068789,https://www.google.com/maps/place/?q=place_id:ChIJw1F8-9hFzDER7gHK-3wVSzA,,11:00 AM 8:00 PM,11:00 AM 8:00 PM,11:00 AM 8:00 PM,11:00 AM 8:00 PM,11:00 AM 8:00 PM,11:00 AM 8:00 PM,11:00 AM 8:00 PM,"{""Monday"": ""11:00 AM 8:00 PM"", ""Tuesday"": ""11:00 AM 8:00 PM"", ""Wednesday"": ""11:00 AM 8:00 PM"", ""Thursday"": ""11:00 AM 8:00 PM"", ""Friday"": ""11:00 AM 8:00 PM"", ""Saturday"": ""11:00 AM 8:00 PM"", ""Sunday"": ""11:00 AM 8:00 PM""}"
vdih,kedai kopi nadia hezlin,chicken,4.6,ChIJD9q5aABFzDERXlv_sAIrSw4,Kedai Kopi Nadia Hezlin,"Jalan PJU 10/3C, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",,3.1965649,101.5923891,https://www.instagram.com/kedaikopi.nadiahezlin?igsh=dWcxYjQwY3Vkbm0=,019-918 6317,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,"{""Monday"": ""7:00 AM 3:00 PM"", ""Tuesday"": ""7:00 AM 3:00 PM"", ""Wednesday"": ""7:00 AM 3:00 PM"", ""Thursday"": ""7:00 AM 3:00 PM"", ""Friday"": ""7:00 AM 3:00 PM"", ""Saturday"": ""7:00 AM 3:00 PM"", ""Sunday"": ""7:00 AM 3:00 PM""}"
p9re,grafa cafe & restaurant,malaysian,4.2,ChIJxeWh62ZJzDERPiMV741PFIA,Grafa Cafe & Restaurant,"6, Lorong Universiti B, Seksyen 16, 46350 Petaling Jaya, Selangor, Malaysia",mid,3.1190995,101.6427123,http://www.facebook.com/grafamalaysia,016-970 9901,Closed,12:00 10:30 PM,12:00 10:30 PM,12:00 10:30 PM,12:00 10:30 PM,12:00 10:30 PM,12:00 10:30 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""12:00 10:30 PM"", ""Wednesday"": ""12:00 10:30 PM"", ""Thursday"": ""12:00 10:30 PM"", ""Friday"": ""12:00 10:30 PM"", ""Saturday"": ""12:00 10:30 PM"", ""Sunday"": ""12:00 10:30 PM""}"
vdvv,restoran hamzah bistro,asian,4.6,ChIJccQtdstFzDERtqR9hiRrkOA,RESTORAN NASI KANDAR HAMZAH BISTRO,"J001, Jalan PJU 10/2a, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",,3.198432,101.5942215,https://www.google.com/maps/place/?q=place_id:ChIJccQtdstFzDERtqR9hiRrkOA,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
xvuz,restoran bismillah,malaysian,4.2,ChIJXS3FOfNFzDER6wt6_UuCFC4,Bismillah Restaurant,"Damansara Damai, 47810 Petaling Jaya, Selangor, Malaysia",,3.1983803,101.5937824,https://www.google.com/maps/place/?q=place_id:ChIJXS3FOfNFzDER6wt6_UuCFC4,,8:00 AM 10:30 PM,8:00 AM 10:30 PM,8:00 AM 10:30 PM,8:00 AM 10:30 PM,8:00 AM 10:30 PM,8:00 AM 10:30 PM,8:00 AM 10:30 PM,"{""Monday"": ""8:00 AM 10:30 PM"", ""Tuesday"": ""8:00 AM 10:30 PM"", ""Wednesday"": ""8:00 AM 10:30 PM"", ""Thursday"": ""8:00 AM 10:30 PM"", ""Friday"": ""8:00 AM 10:30 PM"", ""Saturday"": ""8:00 AM 10:30 PM"", ""Sunday"": ""8:00 AM 10:30 PM""}"
