store_id,name,food_type,avg_rating,google_search_query,google_place_id,google_formatted_address,google_business_status,google_price_level,google_price_tier,google_lat,google_lng,google_website,google_phone,google_types_json,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json,operating_hours_source
f2rh,Nasi Ayam Peha Gemuk Kota Damansara,chicken,4.7,"nasi ayam geprek kota dame, Petaling Jaya, Malaysia",ChIJRXvNpaRPzDERO__zMpbTcBk,"Pak Lang's Corner, Jalan Nuri 7/4, Seksyen 7, Kota Damansara, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1679245,101.5736163,https://www.google.com/maps/place/?q=place_id:ChIJRXvNpaRPzDERO__zMpbTcBk,017-685 7041,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,"{""Monday"": ""8:30 AM 6:30 PM"", ""Tuesday"": ""8:30 AM 6:30 PM"", ""Wednesday"": ""8:30 AM 6:30 PM"", ""Thursday"": ""8:30 AM 6:30 PM"", ""Friday"": ""8:30 AM 6:30 PM"", ""Saturday"": ""8:30 AM 6:30 PM"", ""Sunday"": ""8:30 AM 6:30 PM""}",google_places
g346,Ani Sup Utara Xpress,soups,4.3,"ani sup utara lotus ara damansara, Petaling Jaya, Malaysia",ChIJLVbsHvVLzDER0VDXJO4PaHQ,"306, Lebuhraya Shah Alam, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",OPERATIONAL,-1,,3.0651762,101.6618381,https://www.google.com/maps/place/?q=place_id:ChIJLVbsHvVLzDER0VDXJO4PaHQ,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,"{""Monday"": ""9:00 AM 10:00 PM"", ""Tuesday"": ""9:00 AM 10:00 PM"", ""Wednesday"": ""9:00 AM 10:00 PM"", ""Thursday"": ""9:00 AM 10:00 PM"", ""Friday"": ""9:00 AM 10:00 PM"", ""Saturday"": ""9:00 AM 10:00 PM"", ""Sunday"": ""9:00 AM 10:00 PM""}",google_places
h9os,Abe Joe Nasi Paku Denai Alam,malaysian,4.6,"abe joe nasi paku denai alam, Petaling Jaya, Malaysia",ChIJl52oljxRzDERiwXZGEmVm4U,"Jln Elektron U16/G, Denai Alam, 40160 Shah Alam, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1622593,101.5153626,https://www.google.com/maps/place/?q=place_id:ChIJl52oljxRzDERiwXZGEmVm4U,012-652 9691,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
j0ne,Nasi Ahmad (Shell KD Branch),chicken,4.7,"nasi ahmad (kd - ss3), Petaling Jaya, Malaysia",ChIJ-47jUwBPzDER63ABfEj3J10,"K25, Jalan Cecawi 6/19a, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.159623,101.5745937,https://www.google.com/maps/place/?q=place_id:ChIJ-47jUwBPzDER63ABfEj3J10,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,"{""Monday"": ""9:30 AM 9:30 PM"", ""Tuesday"": ""9:30 AM 9:30 PM"", ""Wednesday"": ""9:30 AM 9:30 PM"", ""Thursday"": ""9:30 AM 9:30 PM"", ""Friday"": ""9:30 AM 9:30 PM"", ""Saturday"": ""9:30 AM 9:30 PM"", ""Sunday"": ""9:30 AM 9:30 PM""}",google_places
n7ga,Salai Master Damansara,malaysian,4.7,"salai master (damansara), Petaling Jaya, Malaysia",ChIJJzu1osRPzDERQmcGQc2imRI,"Jln Masjid, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1346379,101.6135182,https://www.facebook.com/salaimaster.sdn.bhd,013-286 2279,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant"", ""store""]",10:30 AM 11:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,"{""Monday"": ""10:30 AM 11:00 PM"", ""Tuesday"": ""10:30 AM 10:00 PM"", ""Wednesday"": ""10:30 AM 10:00 PM"", ""Thursday"": ""10:30 AM 10:00 PM"", ""Friday"": ""10:30 AM 10:00 PM"", ""Saturday"": ""10:30 AM 10:00 PM"", ""Sunday"": ""10:30 AM 10:00 PM""}",google_places
t7yj,Nasi Kukus Apollo,fried rice,4.6,"real tomyam @ nasi kukus apollo, Petaling Jaya, Malaysia",ChIJq7SlUL1PzDERKGzyncJnKHA,"15, Jalan Cecawi 6/19a, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1586206,101.5735955,https://www.google.com/maps/place/?q=place_id:ChIJq7SlUL1PzDERKGzyncJnKHA,017-730 9308,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,"{""Monday"": ""11:00 AM 1:30 AM"", ""Tuesday"": ""11:00 AM 1:30 AM"", ""Wednesday"": ""11:00 AM 1:30 AM"", ""Thursday"": ""11:00 AM 1:30 AM"", ""Friday"": ""11:00 AM 1:30 AM"", ""Saturday"": ""11:00 AM 1:30 AM"", ""Sunday"": ""11:00 AM 1:30 AM""}",google_places
z5ut,Diana Corner,malaysian,4.4,"diana corner, Petaling Jaya, Malaysia",ChIJD_mW-QZPzDERUaVT05_7ATI,"LAMAN NURI BERHAMPIRAN SK SEKSYEN 7 KOTA DAMANSARA, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1707164,101.5754729,https://www.google.com/maps/place/?q=place_id:ChIJD_mW-QZPzDERUaVT05_7ATI,012-356 2483,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,"{""Monday"": ""12:00 PM 1:30 AM"", ""Tuesday"": ""12:00 PM 1:30 AM"", ""Wednesday"": ""12:00 PM 1:30 AM"", ""Thursday"": ""12:00 PM 1:30 AM"", ""Friday"": ""12:00 PM 1:30 AM"", ""Saturday"": ""12:00 PM 1:30 AM"", ""Sunday"": ""12:00 PM 1:30 AM""}",google_places
t4qb,Restoran Al Sarifa - Bandar Utama,roti canai,4.5,"restoran al sarifa (bandar utama), Petaling Jaya, Malaysia",ChIJrXPz3sxOzDERC312Ak9qOZg,"G-01 Dataran Pelangi Utama, Jln Masjid, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1397837,101.6146543,https://www.google.com/maps/place/?q=place_id:ChIJrXPz3sxOzDERC312Ak9qOZg,03-7495 9021,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",2:00 PM 6:00 AM,2:00 PM 6:00 AM,2:00 PM 6:00 AM,2:00 PM 6:00 AM,2:00 PM 6:00 AM,8:00 AM 6:00 AM,2:00 PM 6:00 AM,"{""Monday"": ""2:00 PM 6:00 AM"", ""Tuesday"": ""2:00 PM 6:00 AM"", ""Wednesday"": ""2:00 PM 6:00 AM"", ""Thursday"": ""2:00 PM 6:00 AM"", ""Friday"": ""2:00 PM 6:00 AM"", ""Saturday"": ""8:00 AM 6:00 AM"", ""Sunday"": ""2:00 PM 6:00 AM""}",google_places
t9mg,Restoran Faizul Maju emporis,roti canai,4.5,"restoran faizul maju (uptown kota damansara), Petaling Jaya, Malaysia",ChIJs4w1QYRPzDER9AsqO44V1I4,"S-01 S-02, Emporis,Persiaran Surian / Jalan Teknologi Seksyen 3, Kota Damansara uptown, Taman Sains Selangor, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1574307,101.5714061,https://www.google.com/maps/place/?q=place_id:ChIJs4w1QYRPzDER9AsqO44V1I4,03-7628 0842,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
o4kk,Maharani Restoran & Katering,malaysian,4.3,"maharani cafe, Petaling Jaya, Malaysia",ChIJEehiLDlPzDERQmvr5L5WRyo,"Malaysia, Selangor, Petaling Jaya, Seksyen 6 Kota Damansara, Jalan Cecawi PSB 6/19ANo.25, Tingkat Bawah : 47810",OPERATIONAL,-1,,3.1590878,101.5735754,https://www.google.com/maps/place/?q=place_id:ChIJEehiLDlPzDERQmvr5L5WRyo,016-216 6854,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 11:00 PM,"{""Monday"": ""7:00 AM 11:00 PM"", ""Tuesday"": ""7:00 AM 11:00 PM"", ""Wednesday"": ""7:00 AM 11:00 PM"", ""Thursday"": ""7:00 AM 11:00 PM"", ""Friday"": ""7:00 AM 12:00 AM"", ""Saturday"": ""7:00 AM 12:00 AM"", ""Sunday"": ""7:00 AM 11:00 PM""}",google_places
a8yw,Tauhu Bakar Station,malaysian,4.6,"tahu bakar station, Petaling Jaya, Malaysia",ChIJkc_6rwBPzDERyxhWrAHHs7o,"NO15A GERAI SELERA IMPIAN, Seksyen 7, Jalan Nuri 7/2, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1726204,101.5754127,https://www.google.com/maps/place/?q=place_id:ChIJkc_6rwBPzDERyxhWrAHHs7o,011-2617 9192,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,7:00 AM 6:00 PM,"{""Monday"": ""8:00 AM 10:00 PM"", ""Tuesday"": ""8:00 AM 10:00 PM"", ""Wednesday"": ""8:00 AM 10:00 PM"", ""Thursday"": ""8:00 AM 10:00 PM"", ""Friday"": ""8:00 AM 10:00 PM"", ""Saturday"": ""8:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 6:00 PM""}",google_places
o4nj,The Gorpis Uptown Kota Damansara,malaysian,4.7,"the gorpis @ uptown kota damansara, Petaling Jaya, Malaysia",ChIJgZMrKa9PzDERBMDq4m8eeys,"5H5C+CC Ra.re Foodspace, Taman Sains Selangor, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1585499,101.5710619,https://food.grab.com/my/en/restaurant/the-gorpis-kota-damansara-delivery/1-CZNAAXBCFBJ1L6,017-237 3793,"[""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""restaurant"", ""store""]",5:00 PM 1:00 AM,5:00 PM 1:00 AM,5:00 PM 1:00 AM,5:00 PM 1:00 AM,5:00 PM 1:00 AM,5:00 PM 1:00 AM,5:00 PM 1:00 AM,"{""Monday"": ""5:00 PM 1:00 AM"", ""Tuesday"": ""5:00 PM 1:00 AM"", ""Wednesday"": ""5:00 PM 1:00 AM"", ""Thursday"": ""5:00 PM 1:00 AM"", ""Friday"": ""5:00 PM 1:00 AM"", ""Saturday"": ""5:00 PM 1:00 AM"", ""Sunday"": ""5:00 PM 1:00 AM""}",google_places
n8kn,Fuel Shack Shell Kota Damansara,burgers,4.6,"fuel shack (shell kota damansara), Petaling Jaya, Malaysia",ChIJ8-GAXQZPzDERsOrEr9xgmmA,"Shell Station, Jalan Cecawi 6/18, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1609558,101.5744181,http://www.fuelshack.com.my/,03-6150 4477,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:15 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:15 PM""}",google_places
b9gy,Restoran Iskandar Corner,roti canai,4.5,"restoran iskandar, Petaling Jaya, Malaysia",ChIJ0zklz59OzDERHsoLlgVJycI,"2, Jalan PJU 1A/41B, Pusat Dagangan NZX, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1141785,101.590657,https://www.google.com/maps/place/?q=place_id:ChIJ0zklz59OzDERHsoLlgVJycI,03-7887 8614,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
ejst,AROMA BISTRO,malaysian,4.0,"aroma bistro, Petaling Jaya, Malaysia",ChIJY0btNPBPzDERd_ykdYjZFzo,"01-3A GLOMAC CENTRO, Lorong Masjid 1, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1363042,101.6145282,https://www.google.com/maps/place/?q=place_id:ChIJY0btNPBPzDERd_ykdYjZFzo,011-2160 5231,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
e0zj,Chicken Chop,pasta,4.3,"chop and grill, Petaling Jaya, Malaysia",ChIJh3HycgtMzDERNPjXnijJkLI,"91, Jalan SS 3/31, Taman Universiti, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.0953215,101.6115282,https://www.google.com/maps/place/?q=place_id:ChIJh3HycgtMzDERNPjXnijJkLI,014-610 2839,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Closed,Closed,6:30 10:00 PM,6:30 10:00 PM,6:30 10:00 PM,6:30 10:00 PM,6:30 10:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""6:30 10:00 PM"", ""Thursday"": ""6:30 10:00 PM"", ""Friday"": ""6:30 10:00 PM"", ""Saturday"": ""6:30 10:00 PM"", ""Sunday"": ""6:30 10:00 PM""}",google_places
m411,Warung Wok Damansara,asian,4.6,"warung wok (damansara), Petaling Jaya, Malaysia",ChIJ_05dcHFPzDERjgc88wJrDt8,"D-G, 56, 10 Blvd, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1320496,101.6135196,https://warungwok.carrd.co/,017-741 0857,"[""establishment"", ""food"", ""point_of_interest""]",8:30 AM 8:00 PM,8:30 AM 8:00 PM,8:30 AM 8:00 PM,8:30 AM 8:00 PM,8:30 AM 8:00 PM,8:30 AM 8:00 PM,8:30 AM 8:00 PM,"{""Monday"": ""8:30 AM 8:00 PM"", ""Tuesday"": ""8:30 AM 8:00 PM"", ""Wednesday"": ""8:30 AM 8:00 PM"", ""Thursday"": ""8:30 AM 8:00 PM"", ""Friday"": ""8:30 AM 8:00 PM"", ""Saturday"": ""8:30 AM 8:00 PM"", ""Sunday"": ""8:30 AM 8:00 PM""}",google_places
hlfh,Thai House Restaurant,fried rice,4.1,"thai house restoran, Petaling Jaya, Malaysia",ChIJ0Z6jX9ZPzDERG-mFVmXLp5Q,"3 G, Lorong Masjid 2, Kampung Sungai Kayu Ara, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1359485,101.6149605,https://grab.onelink.me/2695613898?pid=inappsharing&c=1-C2WWT23HT731VX&is_retargeting=true&af_dp=grab%3A%2F%2Fopen%3FscreenType%3DGRABFOOD%26sourceID%3DA4pcqCZkS4%26merchantIDs%3D1-C2WWT23HT731VX&af_force_deeplink=true&af_web_dp=https%3A%2F%2Fwww.grab.com%2Fdownload,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
o2lk,Restoran Hidangan Ara Meranti,malaysian,4.4,"restoran hidangan ara meranti, Petaling Jaya, Malaysia",ChIJ40ldb4dOzDERtJE1a1i2bkc,"Jalan PJU 1a/5, Taman Perindustrian Jaya, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1192483,101.5713878,https://www.google.com/maps/place/?q=place_id:ChIJ40ldb4dOzDERtJE1a1i2bkc,03-7734 6824,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,Closed,"{""Monday"": ""8:00 AM 9:00 PM"", ""Tuesday"": ""8:00 AM 9:00 PM"", ""Wednesday"": ""8:00 AM 9:00 PM"", ""Thursday"": ""8:00 AM 9:00 PM"", ""Friday"": ""8:00 AM 9:00 PM"", ""Saturday"": ""8:00 AM 9:00 PM"", ""Sunday"": ""Closed""}",google_places
d8qt,D'Laksa ON Bandar Utama | 1 Utama,laksa,4.6,"d’laksa (aeon bandar utama, one utama), Petaling Jaya, Malaysia",ChIJXeZS1SpJzDERtHVWlNI_dTk,"1 Utama Shopping Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1480793,101.6151616,http://www.dlaksa.com/,012-941 4363,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
g2ca,Ara Indah Thai Food,thai,4.6,"ara indah thai food, Petaling Jaya, Malaysia",ChIJc9J4pjJJzDERYAL3ixaSTCs,"1-06, Glomac Centro jalan teratai PJU 6A, Lebuhraya Damansara - Puchong, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1364908,101.6145176,https://www.google.com/maps/place/?q=place_id:ChIJc9J4pjJJzDERYAL3ixaSTCs,011-6300 3927,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 1:00 AM,11:00 AM 1:00 AM,11:00 AM 1:00 AM,11:00 AM 1:00 AM,11:00 AM 1:00 AM,11:00 AM 1:00 AM,11:00 AM 1:00 AM,"{""Monday"": ""11:00 AM 1:00 AM"", ""Tuesday"": ""11:00 AM 1:00 AM"", ""Wednesday"": ""11:00 AM 1:00 AM"", ""Thursday"": ""11:00 AM 1:00 AM"", ""Friday"": ""11:00 AM 1:00 AM"", ""Saturday"": ""11:00 AM 1:00 AM"", ""Sunday"": ""11:00 AM 1:00 AM""}",google_places
strb,Restoran Faizul Maju Signature,malaysian,4.1,"restoran faizul maju (signature em hub), Petaling Jaya, Malaysia",ChIJ9Z4QaDpPzDERIyeEowC-k-E,"A-G-01, EMHUB PERSIARAN SURIAN EMHUB, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1608339,101.5721816,https://www.google.com/maps/place/?q=place_id:ChIJ9Z4QaDpPzDERIyeEowC-k-E,03-7661 3915,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
gdxg,Daily Fresh,pancakes & waffles,4.5,"daily fresh (the curve), Petaling Jaya, Malaysia",ChIJdWpDiitPzDERXkQVehvgiUI,"K-F11-D, Jln PJU 7/3, Mutiara Damansara, 47820 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1579199,101.6120082,https://www.facebook.com/DailyFreshMalaysia/,07-755 1655,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
n8qz,Boat Noodle | IPC Mall,chicken,4.7,"boat noodle (ikano), Petaling Jaya, Malaysia",ChIJeSQQlCtPzDER9JMxw2HBsKU,"LG1.12, Lower Ground Floor 1, IPC Shopping Centre, No.2, Jalan PJU 7/2, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1559622,101.6113335,https://www.boatnoodle.com.my/,011-1652 4755,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
vdgz,TS Delicious Food n Penang Fried Oyster,chinese,4.5,"lim fried oyster @ tea time restaurant, Petaling Jaya, Malaysia",ChIJi_KxQzdLzDERR7gNeiAc-4E,"Lot 8, Gerai, Jalan 21/19a, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1086523,101.6221652,https://www.google.com/maps/place/?q=place_id:ChIJi_KxQzdLzDERR7gNeiAc-4E,018-266 1820,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",5:00 10:30 PM,5:00 10:30 PM,5:00 10:30 PM,5:00 10:30 PM,5:00 10:30 PM,5:00 10:30 PM,Closed,"{""Monday"": ""5:00 10:30 PM"", ""Tuesday"": ""5:00 10:30 PM"", ""Wednesday"": ""5:00 10:30 PM"", ""Thursday"": ""5:00 10:30 PM"", ""Friday"": ""5:00 10:30 PM"", ""Saturday"": ""5:00 10:30 PM"", ""Sunday"": ""Closed""}",google_places
m3ey,Chili's @ 1 Utama,beverages,4.5,"chili's grill & bar (1 utama), Petaling Jaya, Malaysia",ChIJV5GklOBLzDERTnCzUwQ4lUE,"S311, 2nd Floor, High Street, 1 Utama Shopping Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",CLOSED_TEMPORARILY,3,premium,3.1507889,101.6147064,https://chilis.com.my/,03-7725 7277,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),chicken,4.5,"shihlin taiwan street snacks (one utama), Petaling Jaya, Malaysia",ChIJq_eRRitJzDERuNXG0m3lef0,"Lot LG 312A, 1 Utama Shopping Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1504923,101.6153385,http://www.shihlinsnacks.com.tw/my/,03-9212 3628,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
r99h,A1 Bistro,malaysian,4.8,"a1 bistro, Petaling Jaya, Malaysia",ChIJk-_ZWwJJzDERQdHpPLbqxmE,"16G, Jalan PJU 5/20D, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1545597,101.5951021,https://aboutme.style/A1Bistro,016-933 3519,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,"{""Monday"": ""7:00 AM 12:00 AM"", ""Tuesday"": ""7:00 AM 12:00 AM"", ""Wednesday"": ""7:00 AM 12:00 AM"", ""Thursday"": ""7:00 AM 12:00 AM"", ""Friday"": ""7:00 AM 12:00 AM"", ""Saturday"": ""7:00 AM 12:00 AM"", ""Sunday"": ""7:00 AM 12:00 AM""}",google_places
